id;name;longitude;latitude;type;subtype
5271;4024 CAMARONES;-58,4929687;-34,6206311;Parada Colectivo;
5272;1802 GONZALEZ, JOAQUIN V.;-58,492762;-34,61669;Parada Colectivo;
5273;1602 GONZALEZ, JOAQUIN V.;-58,490613;-34,618411;Parada Colectivo;
5274;1204 GONZALEZ, JOAQUIN V.;-58,486432;-34,621881;Parada Colectivo;
5275;1526 DEL CAMPO AV.;-58,4698013;-34,5883828;Parada Colectivo;
5276;3045 COMBATIENTES DE MALVINAS AV.;-58,471236;-34,58649;Parada Colectivo;
5277;1702 FOREST AV.;-58,466438;-34,573369;Parada Colectivo;
5278;1489HEREDIA;-58,4669802;-34,5740941;Parada Colectivo;
5279;1222 FOREST AV.;-58,460426;-34,578141;Parada Colectivo;
5280;1258 FOREST AV.;-58,4601668;-34,5784131;Parada Colectivo;
5281;1040 FOREST AV.;-58,458126;-34,580653;Parada Colectivo;
5282;1116 CHARLONE;-58,4583362;-34,580796;Parada Colectivo;
5283;1304 CHARLONE;-58,4608133;-34,5807977;Parada Colectivo;
5284;1514 CHARLONE;-58,4635101;-34,5807105;Parada Colectivo;
5285;1702 CHARLONE;-58,4662881;-34,5806282;Parada Colectivo;
5286;1758 CHARLONE;-58,466334;-34,580644;Parada Colectivo;
5287;4032 ELCANO AV.;-58,4604581;-34,5833213;Parada Colectivo;
5288;1114 DORREGO AV.;-58,446153;-34,58847;Parada Colectivo;
5289;181 GUEVARA;-58,447888;-34,587859;Parada Colectivo;
5290;181 GUEVARA;-58,447888;-34,587859;Parada Colectivo;
5291;730 DORREGO AV.;-58,4339;-34,62641;Parada Colectivo;
5292;510 GOYENA, PEDRO AV.;-58,434484;-34,626081;Parada Colectivo;
5293;PARAGUAY 4716;-58,42664;-34,582895;Parada Colectivo;
5294;PARAGUAY 4302;-58,42266;-34,585946;Parada Colectivo;
5295;PARAGUAY 3908;-58,418207;-34,589414;Parada Colectivo;
5296;PARAGUAY 3078;-58,410563;-34,595316;Parada Colectivo;
5297;FERRARI 332;-58,440405;-34,604827;Parada Colectivo;
5298;FIGUEROA, D. APOLINARIO, CORONEL 1218;-58,454611;-34,61035;Parada Colectivo;
5299;FIGUEROA, D. APOLINARIO, CORONEL 606;-58,4482707;-34,6062261;Parada Colectivo;
5300;FIGUEROA, D. APOLINARIO, CORONEL 602;-58,4482707;-34,6062261;Parada Colectivo;
5301;SEGUI, F. J., ALTE. 813;-58,45621495;-34,61548522;Parada Colectivo;
5302;AYACUCHO 1093;-58,396064;-34,596039;Parada Colectivo;
5303;SANCHEZ DE BUSTAMANTE 1202;-58,413025;-34,596722;Parada Colectivo;
5304;CACHIMAYO 1695;-58,436054;-34,638549;Parada Colectivo;
5305;LA RIOJA 144;-58,408718;-34,611933;Parada Colectivo;
5306;PARAGUAY 4106;-58,420372;-34,587693;Parada Colectivo;
5307;PARAGUAY 2878;-58,408148;-34,596308;Parada Colectivo;
5308;URQUIZA, GRAL. 87;-58,41031;-34,611332;Parada Colectivo;
5309;URQUIZA, GRAL. 981;-58,409166;-34,622197;Parada Colectivo;
5310;URQUIZA, GRAL. 1189;-58,408949;-34,624382;Parada Colectivo;
5311;PICO 4708;-58,495867;-34,550475;Parada Colectivo;
5312;PICO 4508;-58,494025;-34,549502;Parada Colectivo;
5313;PICO 4904;-58,497713;-34,551449;Parada Colectivo;
5314;DEHEZA 4891;-58,496867;-34,551993;Parada Colectivo;
5315;DEHEZA 4637;-58,494658;-34,550824;Parada Colectivo;
5316;DEHEZA 4637;-58,494658;-34,550824;Parada Colectivo;
5317;RAMALLO 4375;-58,490955;-34,551016;Parada Colectivo;
5318;BALBIN, RICARDO, DR. AV. 4550;-58,4968587;-34,5548357;Parada Colectivo;
5319;PAZ, GRAL. AV. 11101;-58,528644;-34,645144;Parada Colectivo;
5320;PAZ, GRAL. AV. 11105;-58,5294115;-34,6451792;Parada Colectivo;
5321;PAZ, GRAL. AV. 11109;-58,5294135;-34,6452232;Parada Colectivo;
5322;PAZ, GRAL. AV. 11148;-58,528642;-34,645385;Parada Colectivo;
5323;BAUNESS 2982;-58,491234;-34,570745;Parada Colectivo;
5324;AGUERO 1020;-58,4103432;-34,5977981;Parada Colectivo;
5325;SUPERI 2467;-58,4694037;-34,5644832;Parada Colectivo;
5326;URUGUAY 1112;-58,3872261;-34,5955473;Parada Colectivo;
5327;PARANA 1293;-58,3887134;-34,5930579;Parada Colectivo;
5328;SANTIAGO DEL ESTERO 1395;-58,3844319;-34,6245767;Parada Colectivo;
5329;DRAGO, LUIS MARIA 232;-58,4368117;-34,6019761;Parada Colectivo;
5330;SALTA 1146;-58,3829229;-34,6214914;Parada Colectivo;
5331;FORMOSA 240;-58,4317947;-34,6210386;Parada Colectivo;
5332;ALBARELLOS AV. 2553;-58,505435;-34,5749606;Parada Colectivo;
5333;ALBARELLOS AV. 3037;-58,5118551;-34,5786833;Parada Colectivo;
5334;VALLEJOS 4516;-58,521072;-34,6003938;Parada Colectivo;
5335;NUEVA YORK 4206;-58,5138334;-34,6015169;Parada Colectivo;
5336;FRANCO 3197;-58,5103992;-34,5838222;Parada Colectivo;
5337;CUENCA 4204;-58,5029171;-34,5923585;Parada Colectivo;
5338;CUENCA 4218;-58,5029911;-34,5922769;Parada Colectivo;
5339;CUENCA 2810;-58,4936066;-34,6037042;Parada Colectivo;
5340;CUENCA 2414;-58,4900553;-34,6077109;Parada Colectivo;
5341;IRIARTE, GRAL. 1681;-58,372723;-34,6480939;Parada Colectivo;
5342;ARTIGAS, JOSE GERVASIO, GRAL. 2499;-58,4797377;-34,6043835;Parada Colectivo;
5343;ARTIGAS, JOSE GERVASIO, GRAL. 4112;-58,4938382;-34,5877605;Parada Colectivo;
5344;ARTIGAS, JOSE GERVASIO, GRAL. 4306;-58,4950905;-34,5863701;Parada Colectivo;
5345;ARTIGAS, JOSE GERVASIO, GRAL. 4897;-58,4990712;-34,5818457;Parada Colectivo;
5346;ARTIGAS, JOSE GERVASIO, GRAL. 5212;-58,5015395;-34,5792779;Parada Colectivo;
5347;ARTIGAS, JOSE GERVASIO, GRAL. 5399;-58,5025533;-34,5780045;Parada Colectivo;
5348;ARTIGAS, JOSE GERVASIO, GRAL. 5412;-58,5028385;-34,5778421;Parada Colectivo;
5349;CARRIL, SALVADOR MARIA DEL AV. 3263;-58,502946;-34,5935621;Parada Colectivo;
5350;CARRIL, SALVADOR MARIA DEL AV. 3091;-58,5006676;-34,5921548;Parada Colectivo;
5351;CARRIL, SALVADOR MARIA DEL AV. 2893;-58,4980934;-34,5905537;Parada Colectivo;
5352;CARRIL, SALVADOR MARIA DEL AV. 2475;-58,4933377;-34,5876029;Parada Colectivo;
5353;JUJUY AV. 381;-58,405137;-34,614256;Parada Colectivo;
5354;FERNANDEZ DE ENCISO 4285;-58,5118194;-34,5971474;Parada Colectivo;
5355;WASHINGTON 2871;-58,4754334;-34,5625028;Parada Colectivo;
5356;SOLIS 173;-58,3904281;-34,6110911;Parada Colectivo;
5357;CONSTITUCION 1289;-58,384227;-34,6246692;Parada Colectivo;
5358;FRAGATA PRES. SARMIENTO 777;-58,4524374;-34,6150697;Parada Colectivo;
5359;FRAGATA PRES. SARMIENTO 995;-58,453959;-34,6129622;Parada Colectivo;
5360;FRANKLIN 1240;-58,4521218;-34,6120316;Parada Colectivo;
5361;FRANKLIN 1050;-58,4490463;-34,6108101;Parada Colectivo;
5362;BALBIN, RICARDO, DR. AV. 4900;-58,4990184;-34,5522125;Parada Colectivo;
5363;BALBIN, RICARDO, DR. AV. 4900;-58,499352;-34,551645;Parada Colectivo;
5364;LUGONES 1910;-58,4755576;-34,5756402;Parada Colectivo;
5365;DONADO 1614;-58,4708851;-34,5778151;Parada Colectivo;
5366;DONADO 1620;-58,4709913;-34,5776906;Parada Colectivo;
5367;ACHA, MARIANO, GRAL. 2295;-58,4774537;-34,5717894;Parada Colectivo;
5368;MONTEVIDEO 1320;-58,3901116;-34,5940222;Parada Colectivo;
5369;LASTRA AV. 3518;-58,5186478;-34,6097791;Parada Colectivo;
5370;LASTRA AV. 3706;-58,5201953;-34,6084896;Parada Colectivo;
5371;LASTRA AV. 4201;-58,5241054;-34,6054561;Parada Colectivo;
5372;CHARCAS 2745;-58,4054817;-34,5944952;Parada Colectivo;
5373;CHARCAS 2897;-58,4070958;-34,5936109;Parada Colectivo;
5374;CHARCAS 4497;-58,4247239;-34,5824251;Parada Colectivo;
5375;CABRERA, JOSE A. 3214;-58,4119866;-34,5969221;Parada Colectivo;
5376;CABRERA, JOSE A. 2902;-58,4077313;-34,5970343;Parada Colectivo;
5377;CA�ADA DE GOMEZ 4597;-58,4775118;-34,6834459;Parada Colectivo;
5378;CABELLO 3614;-58,4107339;-34,5807816;Parada Colectivo;
5379;MEXICO 4200;-58,425487;-34,6205081;Parada Colectivo;
5380;MEXICO 4210;-58,4255356;-34,6205132;Parada Colectivo;
5381;MEXICO 3602;-58,4167391;-34,619856;Parada Colectivo;
5382;MEXICO 2712;-58,4044163;-34,6171752;Parada Colectivo;
5383;MEXICO 2112;-58,3963522;-34,6160611;Parada Colectivo;
5384;CONCORDIA 1189;-58,4824279;-34,620688;Parada Colectivo;
5385;SAN JOSE DE CALASANZ 152;-58,4384179;-34,6209296;Parada Colectivo;
5386;AZUL 8;-58,4755049;-34,6325054;Parada Colectivo;
5387;PERGAMINO 193;-58,4734817;-34,6346812;Parada Colectivo;
5388;PERGAMINO 389;-58,4725742;-34,6367346;Parada Colectivo;
5389;PERGAMINO 797;-58,4706282;-34,6411575;Parada Colectivo;
5390;LAFUENTE 2789;-58,4430762;-34,6594019;Parada Colectivo;
5391;2963 LAFUENTE;-58,4409064;-34,661124;Parada Colectivo;
5392;LAFUENTE 3185;-58,4389246;-34,662705;Parada Colectivo;
5393;TRONADOR 4810;-58,4908254;-34,5472101;Parada Colectivo;
5394;ALBARI�O 495;-58,5058203;-34,6431441;Parada Colectivo;
5395;ALBARI�O 795;-58,5024883;-34,6457126;Parada Colectivo;
5396;ALBARI�O 1089;-58,4992412;-34,6483121;Parada Colectivo;
5397;ALBARI�O 1481;-58,4946748;-34,6518243;Parada Colectivo;
5398;NU�EZ 6306;-58,5064442;-34,5700676;Parada Colectivo;
5399;NU�EZ 6116;-58,5044874;-34,5691333;Parada Colectivo;
5400;NU�EZ 5908;-58,5016752;-34,5677949;Parada Colectivo;
5401;NU�EZ 5780;-58,5001394;-34,5670591;Parada Colectivo;
5402;NU�EZ 5432;-58,4961344;-34,5651443;Parada Colectivo;
5403;NU�EZ 3542;-58,4773266;-34,5556869;Parada Colectivo;
5404;NU�EZ 3304;-58,4752419;-34,5545186;Parada Colectivo;
5405;NU�EZ 3106;-58,4737249;-34,553672;Parada Colectivo;
5406;NU�EZ 2910;-58,4719656;-34,5526933;Parada Colectivo;
5407;NU�EZ 2704;-58,4702445;-34,551734;Parada Colectivo;
5408;NU�EZ 2504;-58,4685703;-34,5507969;Parada Colectivo;
5409;WHITE 193;-58,4932255;-34,6389489;Parada Colectivo;
5410;CHORROARIN 76;-58,4787874;-34,5991628;Parada Colectivo;
5411;TINOGASTA 3412;-58,498392;-34,6021948;Parada Colectivo;
5412;CONGRESO AV. 5940;-58,499794;-34,5748972;Parada Colectivo;
5413;ECUADOR 37;-58,4086499;-34,6094471;Parada Colectivo;
5414;DIAZ, CESAR, GRAL. 2502;-58,4740015;-34,6118303;Parada Colectivo;
5415;CHARLONE 1124;-58,458434;-34,5807965;Parada Colectivo;
5416;FIGUEROA ALCORTA, PRES. AV. 4000;-58,412478;-34,570726;Parada Colectivo;
5417;FIGUEROA ALCORTA, PRES. AV. 4051;-58,4137928;-34,5703354;Parada Colectivo;
5418;NOGOYA 3730;-58,4987119;-34,6069648;Parada Colectivo;
5419;NOGOYA 6126;-58,5272027;-34,6257504;Parada Colectivo;
5420;MADERO 395;-58,5255228;-34,6347867;Parada Colectivo;
5421;BAHIA BLANCA 2283;-58,4984697;-34,6131283;Parada Colectivo;
5422;BAIGORRIA 4185;-58,5030836;-34,6107971;Parada Colectivo;
5423;GANA 208;-58,5267003;-34,6371288;Parada Colectivo;
5424;BOLIVAR 1777;-58,3721266;-34,6291975;Parada Colectivo;
5425;DE LA TORRE, LISANDRO 1699;-58,5089903;-34,6554006;Parada Colectivo;
5426;DE LA TORRE, LISANDRO AV. 1877;-58,5074425;-34,6566782;Parada Colectivo;
5427;DE LA TORRE, LISANDRO AV. 2079;-58,5049712;-34,6587139;Parada Colectivo;
5428;DE LA TORRE, LISANDRO AV. 2091;-58,5047859;-34,6588667;Parada Colectivo;
5429;DE LA TORRE, LISANDRO AV. 2700;-58,4972984;-34,664852;Parada Colectivo;
5430;DE LA TORRE, LISANDRO AV. 2889;-58,495007;-34,6667655;Parada Colectivo;
5431;RUIZ DE LOS LLANOS 610;-58,5118622;-34,6330149;Parada Colectivo;
5432;JAURES, JEAN 522;-58,4087948;-34,6036943;Parada Colectivo;
5433;JAURES, JEAN 522;-58,4087948;-34,6036943;Parada Colectivo;
5434;JAURES, JEAN 314;-58,4099381;-34,6064964;Parada Colectivo;
5435;JAURES, JEAN 316;-58,4099381;-34,6064964;Parada Colectivo;
5436;GRIVEO 2291;-58,4967267;-34,580167;Parada Colectivo;
5437;GRIVEO 3491;-58,5115625;-34,5893445;Parada Colectivo;
5438;ALVAREZ, DONATO, TTE. GRAL. AV. 2097;-58,4646156;-34,6033404;Parada Colectivo;
5439;CURAPALIGUE AV. 1636;-58,4441086;-34,6401941;Parada Colectivo;
5440;CURAPALIGUE 1808;-58,4429279;-34,6419181;Parada Colectivo;
5441;BALBASTRO 2553;-58,4510567;-34,6454469;Parada Colectivo;
5442;BALBASTRO 1625;-58,4415021;-34,6391087;Parada Colectivo;
5443;DIAZ, AVELINO 1706;-58,443788;-34,6383357;Parada Colectivo;
5444;HORNOS, GRAL. y CASEROS AV.;-58,379048;-34,629332;Parada Colectivo;
5445;VEGA, NICETO, CNEL. 5400;-58,438205;-34,587609;Parada Colectivo;
5446;AGRELO 3493;-58,4151991;-34,6183176;Parada Colectivo;
5447;AGRELO 3589;-58,4164649;-34,6184676;Parada Colectivo;
5448;SALGUERO, JERONIMO 1889;-58,4147171;-34,5883678;Parada Colectivo;
5449;SALGUERO, JERONIMO 1993;-58,4133752;-34,5872539;Parada Colectivo;
5450;SALGUERO, JERONIMO 995;-58,418917;-34,5987044;Parada Colectivo;
5451;SALGUERO, JERONIMO 197;-58,4199924;-34,6087202;Parada Colectivo;
5452;COLOMBRES 4;-58,4196042;-34,6113126;Parada Colectivo;
5453;COLOMBRES 434;-58,4182218;-34,6178837;Parada Colectivo;
5454;COLOMBRES 718;-58,4179964;-34,621441;Parada Colectivo;
5455;COLOMBRES 1410;-58,4164208;-34,6304633;Parada Colectivo;
5456;MALABIA 524;-58,4382483;-34,5979676;Parada Colectivo;
5457;GANA 112;-58,5266027;-34,6380489;Parada Colectivo;
5458;GANA 306;-58,5267957;-34,6360561;Parada Colectivo;
5459;GANA 316;-58,5268083;-34,6359468;Parada Colectivo;
5460;CARHUE 1106;-58,52286;-34,650921;Parada Colectivo;
5461;CARHUE 2991;-58,5002179;-34,6691043;Parada Colectivo;
5462;RIO DE JANEIRO 320;-58,4303317;-34,6116183;Parada Colectivo;
5463;ALVAREZ, CRISOSTOMO 3191;-58,4605812;-34,6478061;Parada Colectivo;
5464;QUIROS 2789;-58,4748627;-34,5888275;Parada Colectivo;
5465;CHORROARIN AV. 810;-58,4712835;-34,5877812;Parada Colectivo;
5466;AVALOS 1197;-58,4758221;-34,5864126;Parada Colectivo;
5467;URQUIZA, GRAL. 1597;-58,4083706;-34,6294788;Parada Colectivo;
5468;URQUIZA, GRAL. 1591;-58,4083779;-34,6294071;Parada Colectivo;
5469;BRAVO, MARIO 249;-58,4173531;-34,6077473;Parada Colectivo;
5470;BRAVO, MARIO 789;-58,4161463;-34,6006885;Parada Colectivo;
5471;ESTADO PLURINACIONAL DE BOLIVIA 4697;-58,4985936;-34,584327;Parada Colectivo;
5472;MAGARI�OS CERVANTES, A. 5079;-58,5040156;-34,6294621;Parada Colectivo;
5473;MAGARI�OS CERVANTES, A. 4785;-58,4998021;-34,6261167;Parada Colectivo;
5474;MAGARI�OS CERVANTES, A. 4001;-58,491386;-34,620937;Parada Colectivo;
5475;MAGARI�OS CERVANTES, A. 3885;-58,4902912;-34,6200006;Parada Colectivo;
5476;MAGARI�OS CERVANTES, A. 1891;-58,4671527;-34,6070244;Parada Colectivo;
5477;MAGARI�OS CERVANTES, A. 1685;-58,4647207;-34,6059877;Parada Colectivo;
5478;ORO�O, NICASIO 1900;-58,4613191;-34,6043777;Parada Colectivo;
5479;ORO�O, NICASIO 2058;-58,4612538;-34,6028353;Parada Colectivo;
5480;ORO�O, NICASIO 2306;-58,4603459;-34,5999334;Parada Colectivo;
5481;ORO�O, NICASIO 2506;-58,459663;-34,5978664;Parada Colectivo;
5482;MERCEDES 1337;-58,4915066;-34,6221767;Parada Colectivo;
5483;HORNOS, GRAL. 1206;-58,375692;-34,6407671;Parada Colectivo;
5484;HORNOS, GRAL. 1208;-58,3756888;-34,640797;Parada Colectivo;
5485;HORNOS, GRAL. 1022;-58,3761259;-34,6382873;Parada Colectivo;
5486;HORNOS, GRAL. 1024;-58,3761034;-34,6383642;Parada Colectivo;
5487;HORNOS, GRAL. 846;-58,3765751;-34,6367691;Parada Colectivo;
5488;HORNOS, GRAL. 862;-58,3765476;-34,6368613;Parada Colectivo;
5489;HORNOS, GRAL. 518;-58,3773229;-34,6335764;Parada Colectivo;
5490;HORNOS, GRAL. 518;-58,3773229;-34,6335764;Parada Colectivo;
5491;HORNOS, GRAL. 356;-58,3779318;-34,6320531;Parada Colectivo;
5492;HORNOS, GRAL. 356;-58,3779318;-34,6320531;Parada Colectivo;
5493;SEGUROLA AV. 2024;-58,5026502;-34,6178461;Parada Colectivo;
5494;CAMARONES 3806;-58,4905992;-34,618593;Parada Colectivo;
5495;CAMARONES 2212;-58,4722303;-34,6080371;Parada Colectivo;
5496;CAMARONES 1904;-58,4681483;-34,6061877;Parada Colectivo;
5497;CAMARONES 1604;-58,4641947;-34,6044557;Parada Colectivo;
5498;FRAGATA PRES. SARMIENTO 2181;-58,4589126;-34,6006805;Parada Colectivo;
5499;BAHIA BLANCA 1443;-58,4901492;-34,620289;Parada Colectivo;
5500;COBO AV. 530;-58,4239962;-34,640348;Parada Colectivo;
5501;SARMIENTO 3583;-58,4158065;-34,6056593;Parada Colectivo;
5502;MANSILLA, LUCIO NORBERTO, GENERAL 3589;-58,4143191;-34,5912144;Parada Colectivo;
5503;MANSILLA, LUCIO NORBERTO, GENERAL 3794;-58,4162402;-34,5898278;Parada Colectivo;
5504;BRASIL 418;-58,3713384;-34,6254201;Parada Colectivo;
5505;BRASIL AV. 66;-58,365204;-34,6252284;Parada Colectivo;
5506;MARTINEZ, VICTOR 1397;-58,4401255;-34,6361748;Parada Colectivo;
5507;RUIZ DE LOS LLANOS 902;-58,514802;-34,6307483;Parada Colectivo;
5508;MEDRANO AV. 218;-58,4215794;-34,6082324;Parada Colectivo;
5509;LASCANO 2654;-58,4820562;-34,6053762;Parada Colectivo;
5510;LASCANO 3712;-58,4945044;-34,6121327;Parada Colectivo;
5511;LASCANO 6106;-58,5202934;-34,6291487;Parada Colectivo;
5512;LASCANO 6316;-58,5227458;-34,6296647;Parada Colectivo;
5513;LASCANO 6514;-58,5241751;-34,6299596;Parada Colectivo;
5514;CORDOBA AV. 2045;-58,3965266;-34,5996354;Parada Colectivo;
5515;LUGONES 4016;-58,4916071;-34,5563675;Parada Colectivo;
5516;MERCEDES 4020;-58,5125855;-34,6005017;Parada Colectivo;
5517;GARAY, JUAN DE AV. 1135;-58,381242;-34,6265976;Parada Colectivo;
5518;1761 RIESTRA AV.;-58,4344039;-34,6459359;Parada Colectivo;
5519;CUENCA 2006;-58,4869585;-34,6113193;Parada Colectivo;
5520;PEDERNERA 412;-58,4620087;-34,634155;Parada Colectivo;
5521;VIALE, LUIS 195;-58,4448635;-34,602768;Parada Colectivo;
5522;VIALE, LUIS 261;-58,4456085;-34,6032294;Parada Colectivo;
5523;VIALE, LUIS 491;-58,4476177;-34,604487;Parada Colectivo;
5524;VIALE, LUIS 479;-58,447562;-34,6044522;Parada Colectivo;
5525;VIALE, LUIS 717;-58,45021;-34,6061001;Parada Colectivo;
5526;GASCON 10;-58,4237692;-34,6122206;Parada Colectivo;
5527;GASCON 75;-58,4241426;-34,6116326;Parada Colectivo;
5528;RAMSAY 2147;-58,4410356;-34,5507137;Parada Colectivo;
5529;IRIARTE, GRAL. 1665;-58,3723429;-34,6480254;Parada Colectivo;
5530;ZUVIRIA 6654;-58,4935755;-34,6759378;Parada Colectivo;
5531;ZUVIRIA 6691;-58,493716;-34,6759538;Parada Colectivo;
5532;CAMPOS, LUIS M. AV. 3;-58,4290565;-34,576698;Parada Colectivo;
5533;CAMPOS, LUIS M. AV. 65;-58,4290267;-34,5767252;Parada Colectivo;
5534;CAMPOS, LUIS M. AV. 105;-58,4290074;-34,5767428;Parada Colectivo;
5535;CAMPOS, LUIS M. AV. 125;-58,4295571;-34,5762413;Parada Colectivo;
5536;DE LOS CONSTITUYENTES AV. 4612;-58,4927422;-34,5815198;Parada Colectivo;
5537;CASTA�ARES AV. 4968;-58,4736554;-34,6677323;Parada Colectivo;
5538;DELLEPIANE, LUIS, TTE. GRAL. 5493;-58,4771823;-34,6719213;Parada Colectivo;
5539;ALCORTA, AMANCIO AV. 4010;-58,415207;-34,6564576;Parada Colectivo;
5540;ALCORTA, AMANCIO AV. 3780;-58,4124792;-34,6550079;Parada Colectivo;
5541;ALCORTA, AMANCIO AV. 1974;-58,389327;-34,6400574;Parada Colectivo;
5542;CAMPILLO 2908;-58,4770464;-34,588889;Parada Colectivo;
5543;CAMPILLO 3108;-58,4789886;-34,5903712;Parada Colectivo;
5544;COMBATE DE LOS POZOS 175;-58,3933646;-34,6112926;Parada Colectivo;
5545;COMBATE DE LOS POZOS 963;-58,3932391;-34,6201066;Parada Colectivo;
5546;COMBATE DE LOS POZOS 971;-58,3932359;-34,6201763;Parada Colectivo;
5547;COMBATE DE LOS POZOS 979;-58,3932333;-34,6202302;Parada Colectivo;
5548;COMBATE DE LOS POZOS 1591;-58,3922484;-34,6271231;Parada Colectivo;
5549;ACHA, MARIANO, GRAL. 4595;-58,4935274;-34,5516458;Parada Colectivo;
5550;GOYENECHE, ROBERTO PARQUE AV. 4285;-58,4898258;-34,5528393;Parada Colectivo;
5551;GOYENECHE, ROBERTO PARQUE AV. 4051;-58,4886102;-34,5545702;Parada Colectivo;
5552;GOYENECHE, ROBERTO PARQUE AV. 3969;-58,4881411;-34,5552228;Parada Colectivo;
5553;BALBIN, RICARDO, DR. AV. 4450;-58,4930152;-34,5552484;Parada Colectivo;
5554;BALBIN, RICARDO, DR. AV. 3793;-58,4834476;-34,5549037;Parada Colectivo;
5555;BALBIN, RICARDO, DR. AV. 3783;-58,483364;-34,5549393;Parada Colectivo;
5556;BALBIN, RICARDO, DR. AV. 4150;-58,4895314;-34,5550732;Parada Colectivo;
5557;BALBIN, RICARDO, DR. AV. 4142;-58,4894256;-34,5550679;Parada Colectivo;
5558;BALBIN, RICARDO, DR. AV. 3768;-58,4833862;-34,5552029;Parada Colectivo;
5559;BALBIN, RICARDO, DR. AV. 3754;-58,4833084;-34,5552361;Parada Colectivo;
5560;PERON, EVA AV. 3836;-58,4682114;-34,6477357;Parada Colectivo;
5561;PERON, EVA AV. 3750;-58,4673913;-34,6465653;Parada Colectivo;
5562;BALBIN, RICARDO, DR. AV. 3608;-58,4812139;-34,5558631;Parada Colectivo;
5563;PERON, EVA AV. 2268;-58,4532139;-34,6385186;Parada Colectivo;
5564;BALBIN, RICARDO, DR. AV. 3500;-58,4801366;-34,55653;Parada Colectivo;
5565;PERON, EVA AV. 5469;-58,4838362;-34,661024;Parada Colectivo;
5566;BALBIN, RICARDO, DR. AV. 3599;-58,4806352;-34,5561066;Parada Colectivo;
5567;BALBIN, RICARDO, DR. AV. 4550;-58,4968545;-34,5548432;Parada Colectivo;
5568;PERON, EVA AV. 2030;-58,4506595;-34,6370839;Parada Colectivo;
5569;HOLMBERG 4493;-58,4902564;-34,5509062;Parada Colectivo;
5570;YRIGOYEN, HIPOLITO 810;-58,377948;-34,6094448;Parada Colectivo;
5571;HOLMBERG 3597;-58,4851724;-34,5582316;Parada Colectivo;
5572;YRIGOYEN, HIPOLITO 1130;-58,3824696;-34,609741;Parada Colectivo;
5573;MACHAIN 4304;-58,4913343;-34,5531241;Parada Colectivo;
5574;YRIGOYEN, HIPOLITO AV. 1550;-58,3883007;-34,6100961;Parada Colectivo;
5575;NU�EZ 3704;-58,4789119;-34,5565782;Parada Colectivo;
5576;YRIGOYEN, HIPOLITO 2510;-58,402035;-34,6110611;Parada Colectivo;
5577;YRIGOYEN, HIPOLITO 2316;-58,399486;-34,6108812;Parada Colectivo;
5578;NAON, ROMULO 3810;-58,483094;-34,5543068;Parada Colectivo;
5579;YRIGOYEN, HIPOLITO 2022;-58,3951899;-34,6105735;Parada Colectivo;
5580;PAROISSIEN 3731;-58,4826984;-34,5520755;Parada Colectivo;
5581;MANZANARES 4385;-58,4871369;-34,5564911;Parada Colectivo;
5582;ASAMBLEA AV. 830;-58,4361631;-34,6347915;Parada Colectivo;
5583;PAZ, GRAL. AV. 10926;-58,5288058;-34,6432229;Parada Colectivo;
5584;PAZ, GRAL. AV. 10933;-58,529549;-34,6433156;Parada Colectivo;
5585;DONADO 4520;-58,4915373;-34,5510425;Parada Colectivo;
5586;PAZ, GRAL. AV. 10934;-58,528802;-34,6432819;Parada Colectivo;
5587;CONDOR 2122;-58,42903;-34,657474;Parada Colectivo;
5588;CONDOR 1950;-58,4277107;-34,6562155;Parada Colectivo;
5589;CHARLONE 1564;-58,464251;-34,58069;Parada Colectivo;
5590;CONDOR 1506;-58,4241579;-34,6528084;Parada Colectivo;
5591;CHARLONE 2026;-58,4700055;-34,5805248;Parada Colectivo;
5592;GUARDIA VIEJA 4187;-58,4234197;-34,6003816;Parada Colectivo;
5593;1783 15 DE NOVIEMBRE DE 1889;-58,3902566;-34,6314675;Parada Colectivo;
5594;GUARDIA VIEJA 4189;-58,423448;-34,6003788;Parada Colectivo;
5595;GUARDIA VIEJA 4585;-58,4294518;-34,5998025;Parada Colectivo;
5596;LOPEZ, CARLOS ANTONIO 3447;-58,5102946;-34,5898997;Parada Colectivo;
5597;1789 15 DE NOVIEMBRE DE 1889;-58,3905362;-34,6314838;Parada Colectivo;
5598;DE LOS CORRALES AV. 6944;-58,5036345;-34,6655476;Parada Colectivo;
5599;ARANGUREN, JUAN F., DR. 3193;-58,4759356;-34,6261481;Parada Colectivo;
5600;DE LOS CORRALES AV. 6716;-58,5017706;-34,6640714;Parada Colectivo;
5601;ARTIGAS, JOSE GERVASIO, GRAL. 5620;-58,5043373;-34,5761866;Parada Colectivo;
5602;DE LOS CORRALES AV. 6714;-58,5017706;-34,6640714;Parada Colectivo;
5603;DE LOS CORRALES AV. 6518;-58,5002604;-34,6628212;Parada Colectivo;
5604;RAMIREZ DE VELASCO, JUAN 1063;-58,4414402;-34,5932402;Parada Colectivo;
5605;TANDIL 6910;-58,5049321;-34,6641022;Parada Colectivo;
5606;RAMIREZ DE VELASCO, JUAN 481;-58,436363;-34,598657;Parada Colectivo;
5607;TANDIL 4795;-58,4882212;-34,6500605;Parada Colectivo;
5608;CERVANTES 3006;-58,5194401;-34,6140596;Parada Colectivo;
5609;CERVANTES 2810;-58,5177638;-34,6153237;Parada Colectivo;
5610;CERVANTES 2630;-58,5161954;-34,6165219;Parada Colectivo;
